manutencao_id,condominio,tipo_intervencao,area_afetada,descricao,data_reportada,data_inicio,data_conclusao,fornecedor,custo_total,urgencia,estado
MN00647,QUINTA DAS PALMEIRAS,Manutenção preventiva,Garagem,Iluminação insuficiente,2023-11-19,2023-11-25,2023-12-03,TecnoReparações Solutions,1765.06,Alta,Concluído
MN00648,Jardins da Cidade,Inspeção,Elevador,Botões do painel não respondem,2023-12-26,2023-12-26,2023-12-27,PrimeWorks Group,641.42,critica,Concluído
MN00649,Condomínio Central,Inspeção,Jardim,Relva necessita tratamento,2024-05-19,2024-05-25,2024-06-04,SmartRepair Solutions,912.6,Alta,Concluído
MN00650,condomínio central,Reparação urgente,Elevador,Botões do painel não respondem,2024-08-17,2024-08-24,2024-09-01,ProServiços Solutions,623.09,Alta,Concluído
MN00651,Jardins da Cidade,Reparação urgente,Hall,Piso escorregadio necessita tratamento,2024-06-09,2024-06-10,2024-06-15,UltraFix & Filhos,1258.78,Crítica,Concluído
MN00652,quinta das palmeiras,Manutenção preventiva,Garagem,Portão automático avariado,2024-01-10,2024-01-19,2024-01-24,masterfix lda,301.55,Média,Concluído
MN00653,jardins da cidade,Melhoria,Hall,Intercomunicador avariado,2024-01-20,2024-02-08,2024-02-24,UltraFix Group,688.07,Média,Concluído
MN00654,Quinta das Palmeiras,Melhoria,Hall,Espelho partido na entrada,2024-04-14,2024-05-01,2024-05-11,MasterFix Unipessoal,1461.44,Média,Concluído
MN00655,condomínio central,Inspeção,Telhado,Impermeabilização degradada,2024-06-03,2024-06-13,2024-06-29,GlobalTec Group,10019.1,Média,Concluído
MN00656,Jardins da Cidade,Reparação urgente,Garagem,Portão automático avariado,2024-11-28,2024-11-30,2024-12-05,TecnoReparações Solutions,1259.48,Crítica,Concluído
MN00657,vila verde,Manutenção preventiva,Telhado,Impermeabilização degradada,2025-03-09,2025-03-17,2025-03-31,SmartRepair Lda,12924.67,Média,Concluído
MN00658,vila verde,Inspecção,Elevador,Necessária inspeção periódica obrigatória,2025-01-10,2025-02-02,2025-02-26,UltraFix & Filhos,713.58,Baixa,Concluído
MN00659,TORRES DO SOL,Inspeção,Jardim,Pragas detetadas nas plantas,2024-08-29,2024-09-10,2024-09-15,ProServiços SA,111.62,MÉDIA,Concluído
MN00660,VILA VERDE,Melhoria,Elevador,Ruído excessivo durante funcionamento,2024-03-20,2024-03-26,2024-03-22,GlobalTec Unipessoal,711.13,Alta,Concluído
MN00661,Residencial Atlântico,Reparação urgente,Fachada,Fissuras visíveis na parede norte,2023-11-22,2023-11-22,2023-11-23,ProServiços SA,4059.68,Crítica,Concluído
MN00662,jardins da cidade,Melhoria,Jardim,Pragas detetadas nas plantas,2024-02-12,2024-02-18,,UltraFix & Filhos,51.8,Alta,aprovado
MN00663,Condomínio Central,Manutenção preventiva,Garagem,Marcações no chão necessitam repintura,2025-03-20,2025-04-19,2025-05-15,ProServiços SA,1772.23,Baixa,Concluído
MN00664,Jardins da Cidade,Reparação urgente,Elevador,Porta não fecha corretamente,2024-08-22,2024-08-27,2024-09-06,UltraFix & Filhos,3806.41,Alta,Concluído
MN00665,jardins da cidade,Reparação urgente,Garagem,Sistema de ventilação com problemas,2024-03-29,2024-04-05,2024-04-13,ProServiços SA,2768.09,Alta,Concluído
MN00666,residencial atlântico,Manutenção preventiva,Hall,Espelho partido na entrada,2023-09-16,2023-09-21,2023-09-28,ProServiços SA,948.68,Alta,Concluído
MN00667,JARDINS DA CIDADE,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2025-01-20,2025-01-20,2025-01-23,UltraFix & Filhos,5251.04,Crítica,Concluído
MN00668,Vila Verde,Manutenção preventiva,Telhado,Infiltrações detetadas após temporal,2024-05-07,2024-05-07,2024-05-11,GlobalTec Unipessoal,9218.21,Crítica,Concluído
MN00669,QUINTA DAS PALMEIRAS,Manutenção preventiva,Jardim,Sistema de rega avariado,2025-03-25,2025-04-03,2025-04-18,GlobalTec Group,423.82,Média,Concluído
MN00670,jardins da cidade,Reparação urgente,Piscina,Azulejos partidos no fundo,2023-09-24,2023-09-26,2023-09-29,GlobalTec Unipessoal,2261.09,Crítica,Concluído
MN00671,CONDOMÍNIO CENTRAL,Reparação urgente,Telhado,Telhas partidas necessitam substituição,2025-05-28,2025-06-01,2025-06-08,UltraFix & Filhos,5888.72,Alta,Concluído
MN00672,Vila Verde,Reparação urgente,Elevador,Porta não fecha corretamente,2024-06-13,2024-06-17,2024-06-20,PrimeWorks Group,3050.89,Alta,Concluído
MN00673,CONDOMÍNIO CENTRAL,REPARAÇÃO URGENTE,Telhado,Estrutura de suporte com sinais de degradação,2024-05-11,2024-05-13,2024-05-16,ProServiços SA,921.54,Crítica,Concluído
MN00674,RESIDENCIAL ATLÂNTICO,Melhoria,Garagem,Iluminação insuficiente,2023-12-16,2024-01-05,2024-01-22,ProServiços Solutions,2783.21,Baixa,Concluído
MN00675,torres do sol,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2024-10-10,2024-10-15,2024-10-25,ProServiços SA,946.44,Alta,Concluído
MN00676,jardins da cidade,Reparação urgente,Hall,Espelho partido na entrada,2024-11-12,2024-11-12,2024-11-17,MasterFix Unipessoal,74.5,Crítica,Concluído
MN00677,CONDOMÍNIO CENTRAL,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2025-05-23,2025-05-30,2025-06-07,MasterFix Unipessoal,2748.22,Alta,Concluído
MN00678,condomínio central,Inspeção,Elevador,Necessária inspeção periódica obrigatória,2025-08-10,2025-08-11,2025-08-12,MasterFix Unipessoal,4411.24,Crítica,Concluído
MN00679,QUINTA DAS PALMEIRAS,Melhoria,Telhado,Infiltrações detetadas após temporal,2023-10-10,2023-10-18,2023-10-27,TecnoReparações Solutions,11579.19,Média,Concluído
MN00680,jardins da cidade,Manutenção preventiva,Fachada,,2025-01-25,2025-01-25,2025-01-29,ProServiços Group,18920.83,CRITICA,CONCLUIDO
MN00681,JARDINS DA CIDADE,Reparação urgente,Jardim,Poda de árvores urgente,2025-02-09,2025-02-16,2025-02-24,UltraFix SA,167.45,Alta,Concluído
MN00682,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Elevador,Ruído excessivo durante funcionamento,2023-08-28,2023-10-03,2023-10-16,ProServiços Solutions,771.06,Baixa,Concluído
MN00683,Torres do Sol,Melhoria,Jardim,Poda de árvores urgente,2025-07-01,2025-07-04,2025-07-02,MASTERFIX LDA,,Crítica,Concluído
MN00684,quinta das palmeiras,Melhoria,Hall,Piso escorregadio necessita tratamento,2024-11-13,2024-11-29,2024-12-28,PrimeWorks Group,107.06,Baixa,Concluído
MN00685,JARDINS DA CIDADE,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2023-12-08,2023-12-10,2023-12-14,UltraFix & Filhos,4236.9,Crítica,Concluído
MN00686,Quinta das Palmeiras,Manutenção preventiva,Jardim,Pragas detetadas nas plantas,2025-04-13,2025-04-15,2025-04-19,ProServiços SA,1016.08,Crítica,Concluído
MN00687,JARDINS DA CIDADE,Manutenção preventiva,Telhado,Estrutura de suporte com sinais de degradação,2025-04-18,2025-04-18,2025-04-20,MasterFix Unipessoal,3024.11,Crítica,Concluído
MN00688,TORRES DO SOL,Reparação urgente,Telhado,Sistema de drenagem entupido,2025-03-09,2025-03-09,2025-03-12,TecnoReparações Solutions,7181.58,Crítica,Concluído
MN00689,jardins da cidade,Melhoria,Telhado,Infiltrações detetadas após temporal,2023-12-27,2024-02-08,2024-02-23,UltraFix Group,7938.12,Baixa,Concluído
MN00690,QUINTA DAS PALMEIRAS,Reparação urgente,Garagem,Piso com fissuras e buracos,2023-10-24,2023-10-26,,GlobalTec Unipessoal,1405.43,Alta,reportado
MN00691,Torres do Sol,Inspeção,Garagem,Sistema de ventilação com problemas,2024-01-20,25/01/2024,2024-02-02,PrimeWorks Group,2633.97,Alta,Concluído
MN00692,jardins da cidade,Reparação urgente,Hall,Lâmpadas fundidas,2023-09-29,2023-10-01,2023-10-02,masterfix lda,0.0,Crítica,Concluído
MN00693,torres do sol,Manutenção preventiva,Telhado,Telhas partidas necessitam substituição,2024-12-05,2024-12-18,2024-12-11,GlobalTec Unipessoal,13443.95,Alta,Concluído
MN00694,TORRES DO SOL,Reparação urgente,Elevador,Botões do painel não respondem,2025-04-26,2025-05-03,2025-05-13,GlobalTec Group,934.66,Alta,Concluído
MN00695,Vila Verde,Manutenção preventiva,Piscina,Bomba de circulação com ruído anormal,2024-10-18,2024-10-28,2024-11-09,TecnoReparações Group,1516.39,Média,Concluído
MN00696,Vila Verde,Inspeção,Garagem,Marcações no chão necessitam repintura,2024-11-21,2024-12-03,2024-12-11,GlobalTec Group,1818.1,Média,Concluído
MN00697,Vila Verde,Reparação urgente,Garagem,Sistema de ventilação com problemas,2025-08-01,2025-08-03,,ProServiços SA,2312.79,Alta,Em curso
MN00698,TORRES DO SOL,Inspeção,Fachada,Revestimento cerâmico solto,2024-01-12,2024-01-22,2024-02-02,ProServiços SA,21311.98,MÉDIA,Concluído
MN00699,quinta das palmeiras,Melhoria,Elevador,Ruído excessivo durante funcionamento,2024-04-14,2024-04-16,2024-04-19,masterfix lda,3724.95,Crítica,Concluído
MN00700,TORRES DO SOL,Melhoria,Fachada,Revestimento cerâmico solto,2024-12-29,2024-12-31,2025-01-04,,6310.67,Crítica,Concluído
MN00701,VILA VERDE,Inspeção,Garagem,Piso com fissuras e buracos,2024-09-20,2024-09-24,2024-09-28,GlobalTec Unipessoal,2639.68,Alta,Concluído
MN00702,quinta das palmeiras,Reparação urgente,Garagem,Portão automático avariado,2025-06-15,2025-06-16,2025-06-18,MASTERFIX LDA,1206.38,Crítica,Concluído
MN00703,Residencial Atlântico,Manutenção preventiva,Telhado,Sistema de drenagem entupido,2025-05-05,2025-05-07,2025-05-10,UltraFix Group,16480.21,Crítica,Concluído
MN00704,quinta das palmeiras,Manutenção preventiva,Telhado,,2024-10-07,2024-10-09,2024-10-10,MasterFix Unipessoal,15940.33,Crítica,Concluído
MN00705,RESIDENCIAL ATLÂNTICO,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2024-12-01,2024-12-03,2024-12-09,PrimeWorks Group,1336.45,Alta,Concluído
MN00706,Vila Verde,Melhoria,Piscina,Azulejos partidos no fundo,2025-07-17,2025-08-01,2025-08-10,TecnoReparações Group,816.16,Média,Concluído
MN00707,Vila Verde,Reparação urgente,Jardim,Relva necessita tratamento,2024-09-13,2024-09-15,2024-09-22,ProServiços SA,511.8,Alta,Concluído
MN00708,Jardins da Cidade,Inspeção,Elevador,Porta não fecha corretamente,2024-05-05,2024-05-09,2024-05-16,ProServiços Solutions,2991.79,Alta,Concluído
MN00709,quinta das palmeiras,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2025-08-10,2025-08-14,,GlobalTec Group,563.96,Alta,Em curso
MN00710,Quinta das Palmeiras,Reparação urgente,Garagem,Portão automático avariado,2025-01-17,2025-01-20,2025-01-30,GlobalTec Unipessoal,905.44,Alta,Concluído
MN00711,quinta das palmeiras,Melhoria,Jardim,Relva necessita tratamento,2025-06-19,2025-06-21,2025-06-25,MasterFix Unipessoal,991.47,Crítica,Concluído
MN00712,Jardins da Cidade,Reparação urgente,Fachada,Revestimento cerâmico solto,2024-12-27,2024-12-29,2025-01-02,UltraFix & Filhos,11812.8,Alta,Concluído
MN00713,RESIDENCIAL ATLÂNTICO,Manutenção preventiva,Garagem,Sistema de ventilação com problemas,2024-08-29,2024-10-13,2024-10-24,MasterFix Unipessoal,705.71,Baixa,Concluído
MN00714,Torres do Sol,Melhoria,Elevador,Necessária inspeção periódica obrigatória,2024-06-18,2024-07-19,2024-08-07,UltraFix SA,4675.31,Baixa,Concluído
MN00715,Condomínio Central,Reparação urgente,Jardim,Pragas detetadas nas plantas,2024-11-15,2024-11-18,2024-11-21,ProServiços SA,735.6,Alta,Concluído
MN00716,QUINTA DAS PALMEIRAS,Melhoria,Telhado,Estrutura de suporte com sinais de degradação,2024-04-30,2024-05-07,2024-05-15,UltraFix Group,10845.34,Alta,Concluído
MN00717,RESIDENCIAL ATLÂNTICO,Melhoria,Hall,Lâmpadas fundidas,2025-03-28,2025-04-15,2025-04-05,ProServiços SA,1403.87,Média,Concluído
MN00718,QUINTA DAS PALMEIRAS,Reparação urgente,Jardim,Pragas detetadas nas plantas,2024-03-22,2024-03-24,2024-03-28,ProServiços SA,971.1,Alta,Concluído
MN00719,condomínio central,Manutenção preventiva,Telhado,Sistema de drenagem entupido !!!!,2024-11-17,2024-11-18,2024-11-22,SmartRepair Lda,9941.07,Crítica,Concluído
MN00720,condomínio central,REPARAÇÃO URGENTE,Telhado,Estrutura de suporte com sinais de degradação,2025-08-12,2025-08-14,2025-08-17,SmartRepair Lda,12953.17,Alta,Concluído
MN00721,CONDOMÍNIO CENTRAL,Inspeção,Jardim,Poda de árvores urgente,2025-04-27,2025-04-29,2025-05-07,masterfix lda,992.11,Alta,Concluído
MN00722,Residencial Atlântico,Manutenção preventiva,Fachada,Revestimento cerâmico solto,2025-05-27,2025-05-30,2025-06-07,TecnoReparações Group,13681.28,Alta,Concluído
MN00723,Jardins da Cidade,Manutenção preventiva,Fachada,Necessária limpeza e tratamento anti-grafitti,2024-03-07,2024-03-14,,GlobalTec Group,9506.67,Alta,aprovado
MN00724,condomínio central,Reparação urgente,Telhado,Infiltrações detetadas após temporal,2024-04-24,2024-04-26,2024-04-27,MasterFix Unipessoal,13010.84,Crítica,Concluído
MN00725,vila verde,Inspeção,Fachada,Fissuras visíveis na parede norte,2024-09-15,2024-10-06,,MasterFix Unipessoal,19357.6,Média,EM ANÁLISE
MN00726,RESIDENCIAL ATLÂNTICO,melhoria,Fachada,Revestimento cerâmico solto,2024-12-05,2024-12-18,2024-12-30,MASTERFIX LDA,18437.61,Média,Concluído
MN00727,jardins da cidade,Manutenção preventiva,Jardim,Sistema de rega avariado,2025-06-09,2025-06-14,2025-06-17,UltraFix & Filhos,389.72,Alta,Concluído
MN00728,JARDINS DA CIDADE,Reparação urgente,Jardim,Poda de árvores urgente,2024-03-22,2024-03-26,2024-04-01,MasterFix Unipessoal,173.39,Alta,Concluído
MN00729,vila verde,Inspeção,Garagem,Piso com fissuras e buracos,2023-09-28,2023-09-29,2023-10-02,TecnoReparações Group,573.56,Crítica,Concluído
MN00730,RESIDENCIAL ATLÂNTICO,Reparação urgente,Elvador,Intercomunicador avariado,2025-07-16,2025-07-18,2025-07-22,GlobalTec Unipessoal,1270.47,Alta,Concluído
MN00731,Quinta das Palmeiras,Melhoria,Elevador,Avaria no sistema de travagem,2024-11-14,2024-11-16,2024-11-17,ProServiços Solutions,2560.11,Crítica,Concluído
MN00732,Jardins da Cidade,Manutenção preventiva,Elevador,Avaria no sistema de travagem,2025-06-07,2025-06-08,2025-06-10,MASTERFIX LDA,1674.94,critica,Concluído
MN00733,quinta das palmeiras,Manutenção preventiva,Piscina,pH da água desregulado,2024-07-26,2024-08-23,2024-09-12,MASTERFIX LDA,211.62,Baixa,Concluído
MN00734,Quinta das Palmeiras,Manutenção preventiva,Elevador,Botões do painel não respondem,2024-08-03,2024-08-10,2024-08-19,GlobalTec Group,4329.42,Alta,Concluído
MN00735,condomínio central,Inspeção,Piscina,Sistema de filtragem necessita manutenção,2024-12-15,2024-12-19,2024-12-23,ProServiços SA,367.73,Alta,Concluído
MN00736,VILA VERDE,Reparação urgente,Piscina,pH da água desregulado,2024-02-20,2024-02-22,2024-02-23,MasterFix Unipessoal,1628.29,Crítica,Concluído
MN00737,Torres do Sol,Manutenção preventiva,Hall,Piso escorregadio necessita tratamento,2023-10-08,2023-11-12,2023-11-29,PrimeWorks Group,1135.38,Baixa,Concluído
MN00738,condomínio central,Reparação urgente,Jardim,Relva necessita tratamento,2024-11-30,2024-12-02,2024-12-04,UltraFix Group,630.52,Crítica,Concluído
MN00739,torres do sol,Manutenção preventiva,Piscina,Sistema de filtragem necessita manutenção,2024-10-03,2024-10-25,2024-11-11,MasterFix Unipessoal,1745.76,Baixa,Concluído
MN00740,TORRES DO SOL,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-08-29,2024-08-29,2024-09-02,masterfix lda,4289.22,Crítica,Concluído
MN00741,TORRES DO SOL,Manutenção preventiva,Elevador,Porta não fecha corretamente,2024-05-16,2024-05-31,2024-06-22,ProServiços Group,1716.32,Baixa,Concluído
MN00742,TORRES DO SOL,Reparação urgente,Garagem,Iluminação insuficiente,2025-01-29,2025-01-29,2025-02-02,UltraFix SA,3154.84,Crítica,Concluído
MN00743,VILA VERDE,Manutenção preventiva,Jardim,Pragas detetadas nas plantas,2025-01-06,2025-01-19,2025-01-27,UltraFix Group,381.43,Média,Concluído
MN00744,jardins da cidade,Manutenção preventiva,Fachada,Pintura descascada em várias zonas,2023-11-05,2023-11-07,2023-11-13,UltraFix Group,7879.41,Alta,Concluído
MN00745,jardins da cidade,Reparação urgente,Elevador,Ruído excessivo durante funcionamento,2024-04-25,2024-04-30,2024-05-05,GlobalTec Unipessoal,1713.5,Alta,Concluído
MN00746,residencial atlântico,Manutenção preventiva,Elevador,Botões do painel não respondem,2025-01-23,2025-02-19,2025-03-20,masterfix lda,2867.55,Baixa,Concluído
MN00747,torres do sol,Melhoria,Jardim,Iluminação exterior fundida,2024-03-08,2024-03-08,2024-03-12,SmartRepair Solutions,876.07,Crítica,Concluído
MN00748,Torres do Sol,Manutenção preventiva,Piscina,Azulejos partidos no fundo,2023-09-01,2023-09-17,,ProServiços Group,1887.02,Baixa,reportado
MN00749,condomínio central,Manutenção preventiva,Fachada,Necessária limpeza e tratamento anti-grafitti,2025-01-27,2025-03-05,2025-03-29,MASTERFIX LDA,2105.06,Baixa,Concluído
MN00750,VILA VERDE,Manutenção preventiva,Garagem,Portão automático avariado,2025-03-10,2025-03-25,2025-04-13,UltraFix SA,2012.49,Média,Concluído
MN00751,Residencial Atlântico,melhoria,Elevador,Avaria no sistema de travagem,2025-02-14,2025-02-18,2025-02-26,TecnoReparações Unipessoal,352.92,Alta,Concluído
MN00752,Torres do Sol,Inspeção,Piscina,Sistema de filtragem necessita manutenção,2024-01-26,2024-03-04,2024-04-03,SmartRepair Solutions,991.94,Baixa,Concluído
MN00753,VILA VERDE,Inspeção,Jardim,Poda de árvores urgente,2024-10-16,2024-10-20,2024-10-29,MasterFix Unipessoal,68.98,Alta,Concluído
MN00754,Torres do Sol,Melhoria,Elevador,Porta não fecha corretamente,2024-08-07,2024-08-24,2024-08-29,ProServiços SA,4295.03,Média,Concluído
MN00755,Vila Verde,Manutenção preventiva,Jardim,Relva necessita tratamento,2024-12-27,2025-01-03,2025-01-09,UltraFix & Filhos,635.06,Alta,Concluído
MN00756,Torres do Sol,Melhoria,Elevador,Porta não fecha corretamente,2023-09-15,2023-10-08,2023-10-15,MasterFix Unipessoal,988.63,Baixa,Concluído
MN00757,VILA VERDE,Manutenção preventiva,Garagem,Portão automático avariado,2023-10-06,2023-10-08,2023-10-13,TecnoReparações Solutions,663.23,Crítica,Concluído
MN00758,jardins da cidade,Manutenção preventiva,Fachada,Humidade ascendente no piso térreo,2025-07-28,2025-08-13,2025-09-08,TecnoReparações Unipessoal,23635.2,Baixa,Concluído
MN00759,Quinta das Palmeiras,Manutenção preventiva,Garagem,Sistema de ventilação com problemas,2024-12-05,2025-01-13,2025-01-29,MasterFix Unipessoal,1655.23,Baixa,Concluído
MN00760,residencial atlântico,Manutenção preventiva,Telhado,Telhas partidas necessitam substituição,2025-03-04,2025-03-06,2025-03-13,UltraFix Group,8028.64,Alta,Concluído
MN00761,jardins da cidade,Melhoria,Garagem,Portão automático avariado,2025-04-05,2025-04-11,2025-04-17,GlobalTec Group,1687.67,Alta,Concluído
MN00762,Residencial Atlântico,Melhoria,Elevador,Botões do painel não respondem,2023-10-29,2023-12-01,2023-12-24,MASTERFIX LDA,2341.15,Baixa,Concluído
MN00763,condomínio central,Manutenção preventiva,Elevador,Porta não fecha corretamente,2025-05-21,2025-07-01,2025-07-22,TecnoReparações Group,847.04,Baixa,Concluído
MN00764,Residencial Atlântico,Manutencao preventiva,Elevador,Necessária inspeção periódica obrigatória,2023-10-07,2023-10-08,2023-10-11,UltraFix & Filhos,,Crítica,Concluído
MN00765,JARDINS DA CIDADE,Manutenção preventiva,Telhado,Estrutura de suporte com sinais de degradação,2023-11-15,2023-11-22,2023-12-10,GlobalTec Group,12077.63,Média,Concluído
MN00766,RESIDENCIAL ATLÂNTICO,Melhoria,Elevador,Avaria no sistema de travagem,2023-10-16,2023-10-19,2023-10-29,ProServiços SA,4866.69,Alta,Concluído
MN00767,torres do sol,Inspeção,Piscina,Vedação de segurança danificada,2024-06-14,2024-07-02,2024-07-14,ProServiços Group,119.04,Média,CONCLUIDO
MN00768,TORRES DO SOL,Reparação urgente,Fachada,Revestimento cerâmico solto,2025-05-14,2025-05-17,2025-05-23,MasterFix Unipessoal,7473.98,Alta,Concluído
MN00769,QUINTA DAS PALMEIRAS,Manutenção preventiva,Telhado,Estrutura de suporte com sinais de degradação,2025-01-02,2025-02-08,2025-03-08,,4128.99,Baixa,Concluído
MN00770,Residencial Atlântico,Melhoria,Elevador,Necessária inspeção periódica obrigatória,2024-01-31,2024-02-04,2024-02-08,GlobalTec Unipessoal,4028.75,Alta,Concluído
MN00771,CONDOMÍNIO CENTRAL,Inspeção,Elevador,Porta não fecha corretamente,2025-06-08,2025-06-22,2025-07-05,GlobalTec Unipessoal,855.4,Média,Concluído
MN00772,residencial atlântico,Inspeção,Piscina,Azulejos partidos no fundo,2024-04-23,2024-05-13,2024-06-03,GlobalTec Unipessoal,1241.16,Baixa,Concluído
MN00773,Residencial Atlântico,Inspecção,Elevador,Botões do painel não respondem,2025-02-23,2025-03-18,2025-04-16,ProServiços SA,2140.84,Baixa,Concluído
MN00774,JARDINS DA CIDADE,Reparação urgente,Jardim,Sistema de rega avariado,2024-06-30,2024-07-04,2024-07-12,TecnoReparações Group,693.04,Alta,Concluído
MN00775,condomínio central,Manutenção preventiva,Elevador,Porta não fecha corretamente,2024-01-23,2024-02-18,2024-03-16,MasterFix Lda.,381.99,Baixa,Concluído
MN00776,TORRES DO SOL,Reparação urgente,Elevador,Avaria no sistema de travagem,2025-07-24,2025-08-31,,MasterFix Unipessoal,4998.77,baixa,Em curso
MN00777,Condomínio Central,Inspeção,Garagem,Piso com fissuras e buracos,2023-09-03,2023-09-06,,TecnoReparações Group,1766.38,Alta,EM ANÁLISE
MN00778,residencial atlântico,Manutenção preventiva,Jardim,Relva necessita tratamento,2024-05-01,2024-05-06,2024-05-16,MASTERFIX LDA,417.9,Alta,Concluído
MN00779,residencial atlântico,melhoria,Piscina,Vedação de segurança danificada,2024-02-21,2024-03-08,2024-03-23,UltraFix Group,654.79,Média,Concluído
MN00780,Vila Verde,Reparação urgente,Hall,Lâmpadas fundidas,2024-05-30,2024-05-30,2024-05-31,UltraFix SA,1506.71,Crítica,Concluído
MN00781,JARDINS DA CIDADE,melhoria,Telhado,Infiltrações detetadas após temporal,2024-09-20,2024-09-21,,GlobalTec Unipessoal,1725.67,Crítica,reportado
MN00782,CONDOMÍNIO CENTRAL,Reparação urgente,Jardim,Pragas detetadas nas plantas,2025-05-05,2025-05-09,2025-05-16,ProServiços Solutions,63.12,Alta,Concluído
MN00783,Residencial Atlântico,Melhoria,Piscina,Azulejos partidos no fundo !!!!,2024-09-22,2024-10-03,2024-10-13,MasterFix Lda.,721.4,Média,Concluído
MN00784,condomínio central,Inspeção,Garagem,Sistema de ventilação com problemas,2024-02-29,2024-03-16,2024-03-23,TecnoReparações Group,2579.62,Média,Concluído
MN00785,condomínio central,Inspeção,Jardim,Iluminação exterior fundida,2024-12-12,2024-12-14,2024-12-17,ProServiços SA,670.54,Crítica,Concluído
MN00786,Condomínio Central,Inspeção,Elevador,Botões do painel não respondem,2025-03-17,2025-03-19,2025-03-22,MasterFix Lda.,3919.46,Crítica,Concluído
MN00787,condomínio central,Manutenção preventiva,Jardim,Poda de árvores urgente,2024-03-28,2024-04-02,2024-04-10,masterfix lda,904.48,Alta,Concluído
MN00788,jardins da cidade,Melhoria,Elevador,Botões do painel não respondem,2024-11-27,2024-12-09,2024-12-16,masterfix lda,2078.06,Média,Concluído
MN00789,vila verde,Melhoria,Elevador,Porta não fecha corretamente,2025-01-06,2025-02-01,2025-03-02,UltraFix Group,3296.95,Baixa,Concluído
MN00790,RESIDENCIAL ATLÂNTICO,Melhoria,Elevador,Ruído excessivo durante funcionamento,2024-04-01,2024-04-14,2024-04-27,SmartRepair Solutions,1612.94,Média,Concluído
MN00791,Condomínio Central,Manutenção preventiva,Jardim,Pragas detetadas nas plantas,2024-12-12,2024-12-12,2024-12-16,PrimeWorks Group,1233.57,Crítica,CONCLUIDO
MN00792,JARDINS DA CIDADE,Reparação urgente,Fachada,Pintura descascada em várias zonas,2025-02-10,2025-02-15,2025-02-23,MASTERFIX LDA,2954.52,Alta,Concluído
MN00793,torres do sol,Inspeção,Telhado,Estrutura de suporte com sinais de degradação,2024-07-07,2024-07-07,2024-07-08,UltraFix Group,9845.79,Crítica,Concluído
MN00794,VILA VERDE,Inspeção,Elevador,,2025-08-09,2025-08-27,,masterfix lda,1702.51,Média,Em curso
MN00795,Quinta das Palmeiras,Melhoria,Elevador,Necessária inspeção periódica obrigatória,2024-08-31,2024-09-07,2024-09-13,ProServiços SA,3998.2,Alta,Concluído
MN00796,CONDOMÍNIO CENTRAL,Melhoria,Hall,Lâmpadas fundidas,2024-10-10,2024-10-12,2024-10-16,masterfix lda,1940.9,Crítica,Concluído
MN00797,residencial atlântico,Manutenção preventiva,Elvador,Espelho partido na entrada,2025-01-05,2025-02-16,2025-03-14,UltraFix SA,576.79,Baixa,Concluído
MN00798,Condomínio Central,Manutenção preventiva,Hall,Correio acumulado sem distribuição,2024-02-17,2024-02-27,2024-03-15,ProServiços SA,1266.99,Média,Concluído
MN00799,residencial atlântico,Reparação urgente,Hall,Piso escorregadio necessita tratamento,2023-12-31,2024-01-01,2024-01-04,MASTERFIX LDA,1660.22,critica,Concluído
MN00800,TORRES DO SOL,Manutenção preventiva,Jardim,Relva necessita tratamento,2025-02-11,2025-02-18,2025-02-27,MasterFix Unipessoal,461.25,Alta,Concluído
MN00031,QUINTA DAS PALMEIRAS,Manutenção preventiva,Elevador,Necessária inspeção periódica obrigatória,2024-07-05,2024-07-05,2024-07-08,PrimeWorks Group,2431.71,Crítica,Concluído
MN00358,vila verde,Reparação urgente,Jardim,Sistema de rega avariado,2024-12-15,2024-12-17,2024-12-19,GlobalTec Unipessoal,1273.65,Crítica,Concluído
MN00405,Quinta das Palmeiras,Reparação urgente,Elevador,Necessária inspeção periódica obrigatória,2024-10-09,2024-10-12,2024-10-16,UltraFix & Filhos,4074.4,Alta,Concluído
MN00484,Condomínio Central,Manutenção preventiva,Fachada,Fissuras visíveis na parede norte,2025-01-01,2025-01-11,2025-01-30,UltraFix & Filhos,1050.46,Média,Concluído
MN00441,jardins da cidade,Melhoria,Jardim,Pragas detetadas nas plantas,2024-05-14,2024-05-17,2024-05-23,TecnoReparações Solutions,454.68,Alta,Concluído
MN00110,Residencial Atlântico,Manutenção preventiva,Garagem,Marcações no chão necessitam repintura,2024-01-19,2024-02-26,2024-03-08,ProServiços Group,1888.34,Baixa,Concluído
MN00675,torres do sol,Reparação urgente,Garagem,Marcações no chão necessitam repintura,2024-10-10,2024-10-15,2024-10-25,ProServiços SA,946.44,Alta,Concluído
MN00746,residencial atlântico,Manutenção preventiva,Elevador,Botões do painel não respondem,2025-01-23,2025-02-19,2025-03-20,masterfix lda,2867.55,Baixa,Concluído
